frame_id,file,t_recv_wall_ns,gmag,theta_mod90,psi_mod90,n_comp,n_seg,weight,spread_deg,confident,psi_unwrapped
1092370,01092370.jpg,1785645721117040384,9.872,89.995,0.005,28,96,1335.2,2.69,1,0.005
1092371,01092371.jpg,1785645721149455872,9.872,1.512,88.488,25,80,1240.4,1.53,1,-1.512
1092372,01092372.jpg,1785645721183862272,9.872,1.514,88.486,22,72,1209.0,1.79,1,-1.514
1092373,01092373.jpg,1785645721216136448,9.872,1.508,88.492,21,84,1227.2,1.62,1,-1.508
1092374,01092374.jpg,1785645721249102080,9.872,1.969,88.031,21,82,1187.8,1.98,1,-1.969
1092375,01092375.jpg,1785645721283588608,9.872,1.959,88.041,27,106,1371.8,1.97,1,-1.959
1092376,01092376.jpg,1785645721317149440,9.871,1.959,88.041,22,95,1322.0,1.97,1,-1.959
1092377,01092377.jpg,1785645721350589696,9.871,1.437,88.563,21,103,1410.8,1.76,1,-1.437
1092378,01092378.jpg,1785645721383499776,9.871,1.431,88.569,18,92,1316.9,1.7,1,-1.431
1092379,01092379.jpg,1785645721417190912,9.871,1.902,88.098,16,85,1218.3,1.91,1,-1.902
1092380,01092380.jpg,1785645721449216512,9.871,1.425,88.575,19,107,1464.2,1.57,1,-1.425
1092381,01092381.jpg,1785645721483898368,9.871,1.395,88.605,18,106,1480.6,1.71,1,-1.395
1092382,01092382.jpg,1785645721517053184,9.87,1.389,88.611,18,110,1501.9,1.73,1,-1.389
1092383,01092383.jpg,1785645721550528768,9.87,1.896,88.104,17,93,1366.6,1.91,1,-1.896
1092384,01092384.jpg,1785645721583682560,9.87,1.838,88.162,13,79,1241.8,1.85,1,-1.838
1092385,01092385.jpg,1785645721615799040,9.87,1.845,88.155,17,76,1192.9,1.86,1,-1.845
1092386,01092386.jpg,1785645721650519552,9.87,1.829,88.171,17,72,1153.8,1.84,1,-1.829
1092387,01092387.jpg,1785645721683489792,9.87,1.785,88.215,14,88,1348.3,1.79,1,-1.785
1092388,01092388.jpg,1785645721716618240,9.87,1.785,88.215,21,98,1358.8,1.8,1,-1.785
1092389,01092389.jpg,1785645721749484800,9.87,1.311,88.689,21,108,1455.1,1.56,1,-1.311
1092390,01092390.jpg,1785645721782839296,9.869,1.284,88.716,19,102,1461.7,1.89,1,-1.284
1092391,01092391.jpg,1785645721815859200,9.869,1.279,88.721,17,97,1428.1,1.35,1,-1.279
1092392,01092392.jpg,1785645721849361920,9.869,1.254,88.746,15,79,1235.4,2.06,1,-1.254
1092393,01092393.jpg,1785645721882942464,9.869,1.738,88.262,17,77,1210.6,1.75,1,-1.738
1092394,01092394.jpg,1785645721916896768,9.869,1.244,88.756,14,86,1358.2,1.71,1,-1.244
1092395,01092395.jpg,1785645721949840384,9.869,1.239,88.761,21,100,1429.8,1.51,1,-1.239
1092396,01092396.jpg,1785645721983076352,9.869,1.214,88.786,24,108,1481.7,1.68,1,-1.214
1092397,01092397.jpg,1785645722016445696,9.869,89.996,0.004,23,115,1583.5,2.86,1,0.004
1092398,01092398.jpg,1785645722049086976,9.869,1.205,88.795,23,103,1449.6,1.5,1,-1.205
1092399,01092399.jpg,1785645722083005440,9.868,89.996,0.004,22,102,1459.2,2.47,1,0.004
1092400,01092400.jpg,1785645722116190208,9.868,1.155,88.845,25,119,1644.0,1.86,1,-1.155
