frame_id,file,t_recv_wall_ns,gmag,theta_mod90,psi_mod90,n_comp,n_seg,weight,spread_deg,confident,psi_unwrapped
1120257,01120257.jpg,1785646650664093184,9.81,0.033,89.967,30,128,1507.2,4.54,1,89.967
1120258,01120258.jpg,1785646650697116672,9.81,0.033,89.967,30,127,1502.7,4.89,1,89.967
1120259,01120259.jpg,1785646650730362368,9.81,0.034,89.966,30,127,1499.7,4.84,1,89.966
1120260,01120260.jpg,1785646650764740352,9.81,0.034,89.966,30,128,1499.7,4.75,1,89.966
1120261,01120261.jpg,1785646650796684288,9.81,0.034,89.966,30,128,1495.3,4.67,1,89.966
1120262,01120262.jpg,1785646650830256384,9.81,0.034,89.966,30,127,1491.0,4.59,1,89.966
1120263,01120263.jpg,1785646650865367296,9.81,0.034,89.966,30,127,1488.2,4.57,1,89.966
1120264,01120264.jpg,1785646650898275584,9.81,0.035,89.965,30,128,1488.4,4.59,1,89.965
1120265,01120265.jpg,1785646650930526976,9.81,0.035,89.965,30,128,1484.1,4.6,1,89.965
1120266,01120266.jpg,1785646650963951872,9.81,0.035,89.965,30,127,1480.0,4.59,1,89.965
1120267,01120267.jpg,1785646650996711168,9.81,0.035,89.965,30,127,1477.4,4.6,1,89.965
1120268,01120268.jpg,1785646651032169472,9.81,0.035,89.965,30,128,1477.7,4.62,1,89.965
1120269,01120269.jpg,1785646651063885824,9.81,0.035,89.965,30,128,1473.6,4.63,1,89.965
1120270,01120270.jpg,1785646651098086400,9.81,0.036,89.964,30,127,1469.8,4.65,1,89.964
1120271,01120271.jpg,1785646651131318016,9.81,0.036,89.964,30,127,1467.3,4.66,1,89.964
1120272,01120272.jpg,1785646651164361728,9.81,0.036,89.964,30,128,1467.8,4.66,1,89.964
1120273,01120273.jpg,1785646651196958976,9.81,0.036,89.964,30,128,1463.8,4.59,1,89.964
1120274,01120274.jpg,1785646651230440704,9.81,0.036,89.964,30,127,1460.1,4.52,1,89.964
1120275,01120275.jpg,1785646651263987968,9.81,0.036,89.964,30,127,1457.8,4.45,1,89.964
1120276,01120276.jpg,1785646651299549952,9.81,0.037,89.963,30,128,1458.4,4.38,1,89.963
1120277,01120277.jpg,1785646651331241472,9.81,0.037,89.963,30,128,1454.7,4.32,1,89.963
1120278,01120278.jpg,1785646651363848704,9.81,0.037,89.963,30,127,1451.1,4.24,1,89.963
1120279,01120279.jpg,1785646651396939776,9.81,0.037,89.963,30,127,1449.0,4.15,1,89.963
1120280,01120280.jpg,1785646651430809856,9.81,0.037,89.963,30,128,1449.7,4.07,1,89.963
1120281,01120281.jpg,1785646651464229888,9.81,0.038,89.962,30,128,1446.0,3.98,1,89.962
1120282,01120282.jpg,1785646651497726720,9.81,0.038,89.962,30,127,1442.7,3.9,1,89.962
1120283,01120283.jpg,1785646651530609920,9.81,0.038,89.962,30,127,1440.7,3.82,1,89.962
1120284,01120284.jpg,1785646651565488384,9.81,0.038,89.962,30,128,1441.5,3.8,1,89.962
1120285,01120285.jpg,1785646651597227264,9.81,0.038,89.962,30,128,1438.0,3.77,1,89.962
1120286,01120286.jpg,1785646651630834688,9.81,0.038,89.962,30,127,1434.8,3.77,1,89.962
1120287,01120287.jpg,1785646651664568064,9.81,0.038,89.962,30,127,1432.9,3.72,1,89.962
1120288,01120288.jpg,1785646651697796608,9.81,0.039,89.961,30,128,1433.8,3.66,1,89.961
1120289,01120289.jpg,1785646651730716672,9.81,0.039,89.961,30,126,1426.0,3.61,1,89.961
1120290,01120290.jpg,1785646651764081920,9.81,0.039,89.961,30,125,1423.0,3.56,1,89.961
1120291,01120291.jpg,1785646651797206528,9.81,0.039,89.961,30,125,1421.3,3.5,1,89.961
1120292,01120292.jpg,1785646651830796288,9.81,0.039,89.961,30,126,1422.3,3.45,1,89.961
1120293,01120293.jpg,1785646651863560960,9.81,0.039,89.961,30,126,1419.1,3.4,1,89.961
1120294,01120294.jpg,1785646651896549632,9.81,0.04,89.96,30,125,1416.2,3.35,1,89.96
1120295,01120295.jpg,1785646651931198720,9.81,0.04,89.96,30,125,1414.5,3.3,1,89.96
1120296,01120296.jpg,1785646651964090880,9.81,0.04,89.96,30,126,1415.7,3.21,1,89.96
1120297,01120297.jpg,1785646651997602560,9.81,0.04,89.96,30,125,1411.3,3.13,1,89.96
1120298,01120298.jpg,1785646652030724608,9.81,0.04,89.96,30,125,1409.8,3.09,1,89.96
1120299,01120299.jpg,1785646652063845888,9.81,0.04,89.96,30,125,1408.2,3.09,1,89.96
1120300,01120300.jpg,1785646652097120512,9.81,0.04,89.96,30,126,1409.5,3.07,1,89.96
1120301,01120301.jpg,1785646652130444288,9.81,0.041,89.959,30,125,1405.2,3.02,1,89.959
1120302,01120302.jpg,1785646652163760128,9.81,0.041,89.959,30,125,1403.7,2.98,1,89.959
1120303,01120303.jpg,1785646652197916160,9.81,0.041,89.959,30,125,1402.3,2.95,1,89.959
1120304,01120304.jpg,1785646652231661824,9.81,0.041,89.959,28,112,1339.0,2.89,1,89.959
1120305,01120305.jpg,1785646652264493312,9.81,0.041,89.959,28,112,1337.6,2.85,1,89.959
1120306,01120306.jpg,1785646652297787136,9.81,0.041,89.959,28,112,1336.3,2.81,1,89.959
1120307,01120307.jpg,1785646652331446784,9.81,0.041,89.959,28,112,1334.9,2.77,1,89.959
1120308,01120308.jpg,1785646652364467968,9.81,0.042,89.958,28,112,1333.6,2.73,1,89.958
